position,institution,location,num_conv,n_vac,payment,begin_date,end_date
ANALISTA DE BIENESTAR SOCIAL,ZONA REGISTRAL NRO.XIII SEDE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-28,1,"S/. 2,500.00",19/09/2024,02/10/2024
ESPECIALISTA 2,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-103,1,"S/. 3,750.00",19/09/2024,02/10/2024
TÉCNICO ADMINISTRATIVO - TESORERÍA,UNIDAD DE GESTION EDUCATIVA LOCAL DE TACNA - UGEL TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-30,1,"S/. 1,600.00",18/09/2024,01/10/2024
CONTADOR/A II,GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-006,1,"S/. 3,000.00",18/09/2024,01/10/2024
SUB GERENTE/A DE COOPERACIÓN TÉCNICA INTERNACIONAL,GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-007,1,"S/. 6,000.00",18/09/2024,01/10/2024
JEFE DEL ORGANO DESCONCENTRADO DE ADMINISTRACION DE AGUA Y SERVICIO DE SANEAMIENTO AMBIENTAL,MUNICIPALIDAD DISTRITAL DE CALANA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-016,1,"S/. 3,100.00",17/09/2024,30/09/2024
ANALISTA,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,800.00",17/09/2024,30/09/2024
"APOYO ADMINISTRATIVO TECNICO ""A""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 1,600.00",17/09/2024,30/09/2024
"APOYO ADMINISTRATIVO TECNICO ""C""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,3,"S/. 1,600.00",17/09/2024,30/09/2024
"ASISTENTE PROFESIONAL ""A""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,250.00",17/09/2024,30/09/2024
"ASISTENTE PROFESIONAL ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,250.00",17/09/2024,30/09/2024
ESPECIALISTA 1,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 3,300.00",17/09/2024,30/09/2024
"APOYO ADMINISTRATIVO TECNICO ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,3,"S/. 1,600.00",17/09/2024,30/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,4,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 3,901.11",16/09/2024,27/09/2024
"APOYO ADMINISTRATIVO TECNICO ""C""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,3,"S/. 1,600.00",17/09/2024,30/09/2024
"ASISTENTE PROFESIONAL ""A""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,250.00",17/09/2024,30/09/2024
"ASISTENTE PROFESIONAL ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 2,250.00",17/09/2024,30/09/2024
ESPECIALISTA 1,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,1,"S/. 3,300.00",17/09/2024,30/09/2024
"APOYO ADMINISTRATIVO TECNICO ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-102,3,"S/. 1,600.00",17/09/2024,30/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,4,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE ADMINISTRATIVO,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 3,901.11",16/09/2024,27/09/2024
ANALISTA,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - TACNA,728-32,1,"S/. 6,051.11",16/09/2024,27/09/2024
APOYO LEGAL EN LA SECRETARÍA GENERAL DE PRESIDENCIA,PODER JUDICIAL,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-024,1,"S/. 3,722.00",16/09/2024,27/09/2024
TECNICO/A EN FARMACIA,RED DE SALUD TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (SUPLENCIA)-026,1,"S/. 1,914.19",16/09/2024,27/09/2024
ESPECIALISTA EN BUENAS PRÁCTICAS DE ALMACENAMIENTO DE PRODUCTOS COSMÉTICOS,ZONA FRANCA Y ZONA COMERCIAL DE TACNA - ZOFRATACNA,TACNA - TACNA,D.LEG 1057 - INDETERMINADO-001,1,"S/. 3,500.00",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - ALTO DE LA ALIANZA,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ASISTENTE EN FUNCIÓN FISCAL,MINISTERIO PUBLICO-GERENCIA GENERAL,TACNA - CORONEL GREGORIO ALBARRACIN LANCH,728-32,1,"S/. 4,672.11",16/09/2024,27/09/2024
ESPECIALISTA LEGAL - OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 3,500.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO EN PROCEDIMIENTOS ADMINISTRATIVOS DISCIPLINARIOS - SERVIR,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,000.00",13/09/2024,26/09/2024
TECNICO EN PLANILLAS II – UNIDAD FUNCIONAL DE PLANILLAS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,100.00",13/09/2024,26/09/2024
TECNICO EN PLANILLLAS III - UNIDAD FUNCIONAL DE PLANILLAS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,200.00",13/09/2024,26/09/2024
TÉCNICO ADMINISTRATIVO – OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,800.00",13/09/2024,26/09/2024
"ASISTENTE PROFESIONAL ""A""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-100,1,"S/. 2,250.00",13/09/2024,26/09/2024
"ASISTENTE PROFESIONAL ""B""",MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-100,1,"S/. 2,250.00",13/09/2024,26/09/2024
ESPECIALISTA 1,MUNICIPALIDAD PROVINCIAL DE TACNA,TACNA - TACNA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-100,1,"S/. 3,300.00",13/09/2024,26/09/2024
TÉCNICO ADMINISTRATIVO III,GOBIERNO REGIONAL DE TACNA,TACNA - TACNA,276-007,1,S/. 847.00,13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO EN IMPRESIONES – UNIDAD FUNCIONAL DE ABASTECIMIENTOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,000.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO – UNIDAD FUNCIONAL DE ACTAS Y TITULOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,000.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO V – OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,000.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO IV – OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 1,900.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO III – OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,000.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO II – OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,000.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO I - OFICINA DE RECURSOS HUMANOS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 1,800.00",13/09/2024,26/09/2024
AUXILIAR ADMINISTRATIVO EN PROCEDIMIENTOS ADMINISTRATIVOS DISCIPLINARIOS – LRM,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,000.00",13/09/2024,26/09/2024
TECNICO EN PLANILLAS I – UNIDAD FUNCIONAL DE PLANILLAS,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - CALANA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 2,200.00",13/09/2024,26/09/2024
ASISTENTE ADMINISTRATIVO I – ORGANO DE ADMNISTRACION DE ARCHIVO,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,000.00",12/09/2024,25/09/2024
"ASISTENTE ADMINISTRATIVO I- SUB GERENCIA DE LOGISTICA, SERVICIOS AUXILIARES Y BIENES PATRIMONIALES",MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,000.00",12/09/2024,25/09/2024
"JEFE DE EQUIPO FUNCIONAL DE GESTION DE RIESGOS, DESASTRES Y SEGURIDAD DE OBRA",MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 3,000.00",12/09/2024,25/09/2024
SUB GERENTE DE CONTABILIDAD,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 3,500.00",12/09/2024,25/09/2024
"SUB GERENTE DE LOGISTICA, SERVICIOS AUXILIARES Y BIENES PATRIMONIALES.",MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 3,500.00",12/09/2024,25/09/2024
SUB GERENTE DE PARTICIPACION VECINAL Y PROGRAMAS ASISTENCIALES,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 3,500.00",12/09/2024,25/09/2024
SUB GERENTE DE RECURSOS HUMANOS,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 3,500.00",12/09/2024,25/09/2024
SUB GERENTE DE TESORERIA,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 3,500.00",12/09/2024,25/09/2024
CONVOCATORIA PARA LA CONTRATACIÓN DE UN(A) ASISTENTE EN CAPACITACIÓN ACUÍCOLA PARA LA DIRECCIÓN GENERAL DE CAPACITACIÓN Y DESARROLLO TÉCNICO EN ACUICULTURA(TACNA) DEL FONDO NACIONAL DE DESARROLLO PESQUERO,FONDO NACIONAL DE DESARROLLO PESQUERO,TACNA - SAMA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-19,1,"S/. 3,614.19",12/09/2024,25/09/2024
ASISTENTE ADMINISTRATIVO I - GERENCIA DE DESARROLLO ECONOMICO Y SOCIAL,MUNICIPALIDAD PROVINCIAL DE CANDARAVE,TACNA - CANDARAVE,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-006,1,"S/. 2,000.00",12/09/2024,25/09/2024
TRABAJADOR DE SERVICIO III,DIRECCION REGIONAL DE EDUCACION TACNA,TACNA - TACNA,276-08,2,"S/. 2,000.00",12/09/2024,25/09/2024
