position,institution,location,num_conv,n_vac,payment,begin_date,end_date
CONCURSO PUBLICO DE MERITOS ABIERTO- ANALISTA DE ASUNTOS PRODUCTIVOS DE OFICINA ZONAL,COMIS.NAC.PARA DESAR.Y VIDA SIN DROGAS,SAN MARTIN - TOCACHE,LEY 30057-006,1,"S/. 5,400.00",23/09/2024,04/10/2024
CONVOCATORIA PARA LA CONTRATACIÓN ADMINISTRATIVA DE SERVICIO CAS (NECESIDAD TRANSITORIA) DE UN/A (01) ADMISIONISTA PARA CENTRO DE EMERGENCIA MUJER (CEM) COMISARIA NUEVA CAJAMARCA - SAN MARTIN,PROGR NAC PARA LA PREVENC Y ERRADIC DE LA VIOLENCIA CONTRA LAS MUJERES E INTEG DEL GRUP FAM-AURORA,SAN MARTIN - NUEVA CAJAMARCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-480,1,"S/. 2,500.00",20/09/2024,03/10/2024
CONCURSO PUBLICO DE MERITOS ABIERTO-ANALISTA DE CONTROL DE OFERTA DE DROGAS DE OFICINAS ZONALES,COMIS.NAC.PARA DESAR.Y VIDA SIN DROGAS,SAN MARTIN - TOCACHE,LEY 30057-005,1,"S/. 5,400.00",20/09/2024,03/10/2024
CONCURSO PUBLICO DE MERITOS ABIERTO-ANALISTA DE PROYECTOS DE INVERSIÓN EN INFRAESTRUCTURA DE OFICINA ZONAL,COMIS.NAC.PARA DESAR.Y VIDA SIN DROGAS,SAN MARTIN - TOCACHE,LEY 30057-003,1,"S/. 4,950.00",20/09/2024,03/10/2024
ESPECIALISTA EN RACIONALIZACIÓN,DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 3,014.19",19/09/2024,02/10/2024
TÉCNICO ADMINISTRATIVO DEL SISTEMA NEXUS,DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-10,1,"S/. 2,514.19",19/09/2024,02/10/2024
TRABAJADOR DE SERVICIO II,DIRECCION REGIONAL DE EDUCACION SAN MARTIN,SAN MARTIN - MOYOBAMBA,276-1,1,S/. 971.65,19/09/2024,02/10/2024
SECRETARIO JUDICIAL,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-031,1,"S/. 4,750.00",18/09/2024,01/10/2024
ASISTENTE JURISDICCIONAL,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-031,1,"S/. 2,572.00",18/09/2024,01/10/2024
APOYO EN VISUALIZACIÓN DE PARTIDAS REGISTRALES,ZONA REGISTRAL NØ III SEDE MOYOBAMBA,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-012,1,"S/. 1,650.00",18/09/2024,01/10/2024
ESPECIALISTA JUDICIAL DE AUDIENCIA DE JUZGADO,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - SAN JOSE DE SISA,728-002,1,"S/. 5,670.00",16/09/2024,27/09/2024
TRABAJADOR DE SERVICIO,UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - TARAPOTO,276-1,1,"S/. 1,032.00",16/09/2024,27/09/2024
VIGILANTE DEL DEPOSITO VEHICULAR,SERVICIO DE ADMINISTRACION TRIBUTARIA TARAPOTO - SATT,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,2,"S/. 1,200.00",16/09/2024,27/09/2024
AGENTE RECIBIDOR II,SERVICIO DE ADMINISTRACION TRIBUTARIA TARAPOTO - SATT,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 1,200.00",16/09/2024,27/09/2024
AUXILIAR ADMINISTRATIVO I,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - MOYOBAMBA,728-002,1,"S/. 3,590.00",16/09/2024,27/09/2024
RESPONSABLE DEL DEPOSITO VEHICULAR,SERVICIO DE ADMINISTRACION TRIBUTARIA TARAPOTO - SATT,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,500.00",16/09/2024,27/09/2024
ASISTENTE EN LA GERENCIA DE ADMINISTRACION,SERVICIO DE ADMINISTRACION TRIBUTARIA TARAPOTO - SATT,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-7,1,"S/. 1,500.00",16/09/2024,27/09/2024
PSICOLOGO (A),UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - EL PORVENIR,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 2,614.00",16/09/2024,27/09/2024
COORDINADOR DE INNOVACIÓN Y SOPORTE TECNOLÓGICO,UND. DE GESTION EDUCATIVA LOCAL SAN MART,SAN MARTIN - HUIMBAYOC,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1,1,"S/. 1,464.19",16/09/2024,27/09/2024
SECRETARIO JUDICIAL,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-002,1,"S/. 5,670.00",16/09/2024,27/09/2024
ASISTENTE DE COMUNICACIONES,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 2,212.00",13/09/2024,26/09/2024
MÉDICO ESPECIALISTA EN CIRUGÍA GENERAL,OFICINA DE GESTIÓN DE SERVICIOS DE SALUD ALTO MAYO,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 9,000.00",13/09/2024,26/09/2024
SECRETARIO/A JUDICIAL,CORTE SUPERIOR DE JUSTICIA DE SAN MARTIN,SAN MARTIN - JUANJUI,728-001,1,"S/. 5,670.00",13/09/2024,26/09/2024
MEDICO ESPECIALISTA EN GINECO OSBTETRA,OFICINA DE GESTIÓN DE SERVICIOS DE SALUD ALTO MAYO,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-004,1,"S/. 9,000.00",13/09/2024,26/09/2024
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS,PROGRAMA NACIONAL CUNA MAS,SAN MARTIN - TARAPOTO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1087,1,"S/. 3,014.19",13/09/2024,26/09/2024
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO,PROGRAMA NACIONAL CUNA MAS,SAN MARTIN - MOYOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1091,1,"S/. 2,614.19",13/09/2024,26/09/2024
ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS,PROGRAMA NACIONAL CUNA MAS,SAN MARTIN - LAMAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1086,1,"S/. 3,014.19",13/09/2024,26/09/2024
