url_convocatoria,Cantidad De Vacantes:,Número De Convocatoria:,Remuneración:,Fecha Inicio De Publicación:,Fecha Fin De Publicación:,Experiencia:,Formación Académica - Perfil:,Especialización:,Conocimiento:,Competencias:,position,institution,uuid
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 4,000.00",03/10/2024,17/10/2024,4 AÑOS,ECONOMISTA,NO APLICA,1. GESTOR DE OBRAS PUBLICAS,"ADAPTABILIDAD, ANÁLISIS, ATENCIÓN, MEMORIA, ORGANIZACIÓN DE INFORMACIÓN, REDACCIÓN, SÍNTESIS,AUTOCONTROL Y TRABAJO EN EQUIPO",ECONOMISTA GESTOR DE OBRAS PUBLICAS,Universidad Nacional De Cajamarca,a6949c29-7ab5-5fbd-b75a-fb2df0daed17
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 3,000.00",03/10/2024,17/10/2024,03 AÑOS,CONTADOR PUBLICO,NO NECESARIA,CONOCIMIENTO EN OFIMATICA NIVEL INTERMEDIO,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",CONTADOR PUBLICO,Universidad Nacional De Cajamarca,0dc5f72b-343d-53c6-8afe-60d4fc365e93
http://convocatorias.juntos.gob.pe:8080/postula/inicio,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-241,"S/. 2,500.00",03/10/2024,17/10/2024,"-	EXPERIENCIA GENERAL DE TRES (03) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO.
-	EXPERIENCIA ESPECÍFICA DE UN (01) AÑO EN LA FUNCIÓN O MATERIA EN EL SECTOR PÚBLICO CON EL NIVEL MÍNIMO DE AUXILIAR O ASISTENTE.","-	BACHILLER UNIVERSITARIO EN CIENCIAS DE LA COMUNICACIÓN, COMUNICACIÓN SOCIAL, PERIODISMO O AFINES POR LA FORMACIÓN.",-	CURSO EN COMUNICACIÓN PARA EL DESARROLLO O COMUNICACIÓN INTERNA O MARKETING O EDICIÓN DE AUDIO Y VIDEO O MANEJO DE REDES SOCIALES O COMMUNITY MANAGER O REDACCIÓN.,-	PLANIFICACIÓN E IMPLEMENTACIÓN DE ESTRATEGIAS DE COMUNICACIÓN. -	ORGANIZACIÓN DE EVENTOS Y RUEDAS DE PRENSA -	REDACCIÓN DE NOTAS DE PRENSA. -	MANEJO BÁSICO DE CÁMARA DE FOTOS Y VIDEOS. -	CONOCIMIENTO DE OFIMÁTICA A NIVEL INTERMEDIO.,-	ORIENTACIÓN AL USUARIO -	INTEGRIDAD Y COMPORTAMIENTO ÉTICO -	RELACIONES INTERPERSONALES -	ORIENTACIÓN A RESULTADOS,COMUNICADOR,Programa Nacional De Apoyo Directo A Los Mas Pobres,41a47b7e-d060-547d-8fe6-9c2cce668e3b
www.unc.edu.pe,5,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,SECUNDARIA COMPLETA.,NO NECESARIA,1. CONOCIMIENTO EN MANTENIMIENTO Y CONSERVACIÓN DE PARQUES Y JARDINES,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE DE SERVICIOS GENERALESS,Universidad Nacional De Cajamarca,0320deb7-0ba6-5460-97b8-4c57d6f4c19d
www.unc.edu.pe,12,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,SECUNDARIA COMPLETA.,NO NECESARIA,1. CONOCIMIENTO EN LIMPIEZA Y RECOJO DE RESIDUOS SOLIDOS,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE DE SERVICIOS GENERALES,Universidad Nacional De Cajamarca,74a63d85-6d07-530a-b5d1-6353e2a3e2a1
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,SECUNDARIA COMPLETA,NO NECESARIA,"1. CONOCIMIENTO EN CONTROL Y SEGURIDAD INSTITUCIONES, LABORATORIOS, AULAS , ETC.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE DE SERVICIOS GENERALES,Universidad Nacional De Cajamarca,74a63d85-6d07-530a-b5d1-6353e2a3e2a1
www.unc.edu.pe,2,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,ESTUDIOS SECUNDARIOS COMPLETOS,NO NECESARIA,1. CONOCIMIENTO EN WORD,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE DE SERVICIOS GENERALES,Universidad Nacional De Cajamarca,74a63d85-6d07-530a-b5d1-6353e2a3e2a1
www.unc.edu.pe,12,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,SECUNDARIA COMPLETA.,NO NECESARIA,"1. CONOCIMIENTO EN ""BUENAS PRACTICAS DE MANIPULACION DE ALIMENTOS"" Y SIMILARES. 2. CONOCIMIENTO EN COCINA Y REPOSTERIA Y SIMILARES. 3. CONOCIMIENTOS BASICOS DE SEGURIDAD Y DE PRIMEROS AUXILIOS.",DOMINIO EN ACTIVIDADES DE COCINA Y MANIPULACION DE ALIMENTOS.,ASISTENTE DE COCINA Y REPOSTERIA,Universidad Nacional De Cajamarca,e0626929-be76-52e2-a3f1-0d3baf382900
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,"TECNICO BASICO PRODUCTIVO EN SECRETARIADO, COMPUTACION O SIMILARES Y AFINES.",NO NECESARIA,"1. CONOCIMIENTO EN REPOSITORIO INSTITUCIONAL ALICIA DE CONCYTEC Y RENATY DE SUNEDU. 2. CONOCIMIENTO EN EL MANEJO DE PUBLICACIONES SERIADAS FISICAS Y ELECTRONICAS. 3. CONOCIMIENTO EN MANTENIMIENTO Y REPARACION DE MATERIAL BIBLIOGRAFICO. 4. CONOCIMIENTO EN BASE DE DATOS ACADEMICOS Y DE INVESTIGACION, ASI COMO DE SERVICIOS DIGITALES BIBLIOGRAFICO. 5. CONOCIMIENTO EN LA GENERACION DE ISBN.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE ADMINISTRATIVO,Universidad Nacional De Cajamarca,3ca75f4c-6997-57f7-be1d-ef5e348e01d1
www.unc.edu.pe,3,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,TECNICO BASICO PRODUCTIVO EN SECRETARIADO,NO NECESARIA,"1. CONOCIMIENTO DE REPOSITORIO INSTITUCIONAL ALICIA DE CONCYTEC Y RENATY DE SUNEDU. 2. CONOCIMIENTO EN EL MANEJO DE PUBLICACIONES SERIADAS FISICAS Y ELECTRONICAS. 3. CONOCIMIENTO DE MANTENIMIENTO Y REPARACION DE MATERIAL BIBLIOGRAFICO. 4. CONOCIMIENTO EN BASE DE DATOS ACADEMICOS Y DE INVESTIGACION, ASI COMO DE SERVICIOS DIGITALES BIBLIOGRAFICO. 5. CONOCIMIENTO EN LA GENERACION DE ISBN.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE ADMINISTRATIVO,Universidad Nacional De Cajamarca,3ca75f4c-6997-57f7-be1d-ef5e348e01d1
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 4,000.00",03/10/2024,17/10/2024,4 AÑOS,ARQUITECTO,NO APLICA,1. EN GESTIÓN DE INVERSIÓN PÚBLICA Y PRIVADA. 2. EN SEGURIDAD Y SALUD EN EL TRABAJO,"ADAPTABILIDAD, ANÁLISIS, ATENCIÓN, MEMORIA, ORGANIZACIÓN DE INFORMACIÓN, REDACCIÓN, SÍNTESIS,AUTOCONTROL","ARQUITECTO, ANALISTA DE EXPEDIENTES TÉCNICOS",Universidad Nacional De Cajamarca,aeb10404-2934-5163-b7d9-fa34aea43836
www.unc.edu.pe,2,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 2,000.00",03/10/2024,17/10/2024,02 AÑOS,BACHILLER EN INGENIERIA DE SISTEMAS,NO NECESARIA,1. CONOCIMIENTO EN BIZAGI PORCESS MODELER Y EN TECNOLOGIA CLOUD,"TRATO ESPECIAL CON LOS USUARIOS. ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ANALISTA DE DATOS,Universidad Nacional De Cajamarca,c25987f7-8027-5017-b35e-eb97e3e73eef
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 4,000.00",03/10/2024,17/10/2024,5 AÑOS,ABOGADO,NO APLICA,1. APLICACION DEL CODIGO CIVIL AL SISTEMA DE CONTRATACIONES CON EL ESTADO Y DEMAS NORMAS CONCURRENTES,"ADAPTABILIDAD, ANÁLISIS, ATENCIÓN, MEMORIA, ORGANIZACIÓN DE INFORMACIÓN, REDACCIÓN, SÍNTESIS,AUTOCONTROL .",ABOGADO,Universidad Nacional De Cajamarca,e869af43-ce0f-5a27-a750-ada008beff0a
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,SECUNDARIA COMPLETA,NO NECESARIA,"1. CONOCIMIENTO EN SEGURIDAD, VIGILANCIA Y CONTROL DE BIENES.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE DE SERVICIOS GENERALES,Universidad Nacional De Cajamarca,74a63d85-6d07-530a-b5d1-6353e2a3e2a1
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,550.00",03/10/2024,17/10/2024,02 AÑOS,TECNICO EN LABORATORIO AMBIENTAL O BACHILLER EN ING. AMBIENTAL,NO NECESARIA,"1. CONOCIMIENTO DE ANALISIS QUIMICO Y BIOLOGICO. 2. CONOCIMIENTO DE NORMAS ISO 17025, NTP EN EL AREA DE CONTROL AMBIENTAL Y ACREDITACION DE LABORATORIO. 3. CONOCIMIENTO DE HERRAMIENTAS INFORMATICAS.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",TECNICO EN LABORATORIO AMBIENTAL,Universidad Nacional De Cajamarca,e52b8624-98e6-54a4-a065-3b58fe3c87f1
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 3,000.00",03/10/2024,17/10/2024,03 AÑOS,BIOLOGO O MICROBIOLOGO O BIOLOGO BIOTECNOLOGO,NO NECESARIA,"1. CONOCIMIENTO DE NORMAS ISO 17025, NTP EN EL AREA DE CONTROL AMBIENTAL Y ACREDITACION DE LABORATORIO","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ESPECIALISTA O  TECNOLOGO EN LABORATORIO AMBIENTAL.,Universidad Nacional De Cajamarca,38c60adc-f5b2-56b2-9716-407cfd9154cc
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 3,000.00",03/10/2024,17/10/2024,03 AÑOS,"QUIMICO, INGENIERO QUIMICO O INGENIERO AMBIENTAL",NO NECESARIA,"1. CONOCIMIENTO DE LAS NORMAS ISO 17025. 2. CONOCIMIENTO EN INSTRUMENTACION ANALITICA, PRINCIPALMENTE EN CROMOTOGRAFIA DE GASES Y CROMOTOGRAFIA LIQUIDA. 3. CONOCIMIENTO DE HERRAMIENTAS INFORMATICAS.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ESPECIALISTA EN LABORATORIO AMBIENTAL,Universidad Nacional De Cajamarca,65cd2908-ab0f-5633-bd22-5f13e48afa8d
www.munichota.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 3,614.19",03/10/2024,17/10/2024,EXPERIENCIA GENERAL NO MENORA A TRES (03) AÑOS EN EL SECTOR PUBLICO Y/O PRIVADO,"BACHILLER EN LA CARRERA DE INGENIERIA AMBIENTAL, SANITARIAS O AFINES",NO REQUIERE,CAPACITACION EN GESTIÓN DE BIENES ESTATALES O SIMILARES,TRABAJO EN EQUIPO; ORGANIZACIÓN Y PLANIFICACIÓN; ORIENTACIÓN A RESULTADOS; INICIATIVA PROPIA; COMPROMISO EN EL TRABAJO.,SUBGERENTE DE GESTION INTEGRAL DE RESIDUOS SOLIDOS,Municipalidad Provincial De Chota,1b79cd9f-ec41-5d22-b3bb-16988204bf4c
www.munichota.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 3,614.19",03/10/2024,17/10/2024,EXPERIENCIA GENERAL NO MENOR A TRES (03) AÑOS EN EL SECTOR PUBLICO Y/O PRIVADO,"TITULADO, COLEGUIADO Y HABILITADO DE INGENIERIA CIVIL, ARQUITECTURA Y/O AFINES",NO REQUIERE,"CONOCIMIENTO EN INVIERTE.PE; ELABORACIÓN DE FICHAS TÉCNICAS E IOARR; REGISTRO DE FORMATOS EN EL BANCO DE INVERSIONES; EVALUACIONES DE PIP E IOARR; CONTRATACIONES DE PROYECTOS DE INGENIERÍA, INVERSIÓN PÚBLICA O SIMILAR.",TRABAJO EN EQUIPO; ORGANIZACIÓN Y PLANIFICACIÓN; ORIENTACIÓN A RESULTADOS; INICIATIVA PROPIA; COMPROMISO EN EL TRABAJO.,SUBGERENTE DE FORMULACIÓN DE PROYECTOS,Municipalidad Provincial De Chota,626eacc4-df05-5a37-ab91-ba92d3684803
www.munichota.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 3,114.19",03/10/2024,17/10/2024,EXPERIENCIA GENERAL NO MENOR A DOS (02) AÑOS EN EL SECTOR PUBLICO Y/O PRIVADO,"TITULADO, COLEGUIADO Y HABILITADO EN DERECHO",NO REQUIERE,GESTIÓN PÚBLICA; PROCEDIMIENTO ADMINISTRATIVO DISCIPLINARIO Y/O SIMILARES,TRABAJO EN EQUIPO; ORGANIZACIÓN Y PLANIFICACIÓN; ORIENTACIÓN A RESULTADOS; INICIATIVA PROPIA; COMPROMISO EN EL TRABAJO.,ESPECIALISTA EN PROCEDIMIENTO ADMINISTRATIVO DISCIPLINARIO,Municipalidad Provincial De Chota,cb6a8f37-64d4-50f0-90ec-46aaacc5994c
www.munichota.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 3,614.19",03/10/2024,17/10/2024,EXPERIENCIA GENERAL NO MENOR A TRES (03) AÑOS EN EL SECTOR PÚBLICO Y/O PRIVADO,"TITULADO, COLEGUIADO Y HABILITADO EN DERECHO",NO REQUIERE,"CONOCIMIENTO EN DERECHO ADMINISTRATIVO, TRIBUTARIO Y OTROS TEMAS RELACIONADOS A SUS FUNCIONES",TRABAJO EN EQUIPO; ORGANIZACIÓN Y PLANIFICACIÓN; ORIENTACIÓN A RESULTADOS; INICIATIVA PROPIA; COMPROMISO EN EL TRABAJO.,EJECUTOR COACTIVO,Municipalidad Provincial De Chota,5b040bf7-b94b-5878-8cac-fea5c8efad0f
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,SECUNDARIA COMPLETA.,NO NECESARIA,1. CONOCIMIENTO EN LIMPIEZA Y RECOJO DE RESIDUOS SOLIDOS,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE DE SERVICIOS GENERALES,Universidad Nacional De Cajamarca,74a63d85-6d07-530a-b5d1-6353e2a3e2a1
www.munichota.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 2,314.19",03/10/2024,17/10/2024,EXPERIENCIA GENERLA NO MENORA A DOCE (12) MESES EN EL SECTOR PUBLICO Y/O PRIVADO,BACHILLER EN LA CARRERA DE INGENIERIA CIVIL,NO REQUIERE,"REVIT O AUTOCAD O CIVIL 3D; GESTIÓN DE PROYECTOS O GESTIÓN DE OBRAS PÚBLICAS, PRIVADAS O EJECUCIÓN DE PROYECTOS O EJECUCIÓN DE OBRAS PÚBLICAS PRIVADAS O SUPERVISIÓN DE OBRAS PÚBLICAS PRIVADAS O SIMILARES A LO SEÑALADO",TRABAJO EN EQUIPO; ORGANIZACIÓN Y PLANIFICACIÓN; ORIENTACIÓN A RESULTADOS; INICIATIVA PROPIA; COMPROMISO EN EL TRABAJO.,ASISTENTE DE INGENIERÍA EN EL ÓRGANO DE CONTROL INSTITUCIONAL,Municipalidad Provincial De Chota,22a91685-88a6-57a8-8f4f-3a6d8ea12ceb
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,TECNICO BASICA PRODUCTIVA EN SECRETARIADO O SIMILARES Y AFINES,NO NECESARIA,1. CONOCIMIENTO EN SISTEMAS DE CLASIFICACION BIBLIOTECARIO. 2. CONOCIMIENTO EN EL MANTENIMIENTO Y CONSERVACION DEL MATERIAL BIBLIOGRAFICO.,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE ADMINISTRATIVO.,Universidad Nacional De Cajamarca,4e79401e-c80a-5b8c-8dec-bb520c43acc9
www.munichota.gob.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 2,214.19",03/10/2024,17/10/2024,EXPERIENCIA GENERAL NO MENORA A DOS (02) AÑOS EN EL SECTOR PUBLICO Y/O PRIVADO,"BACHILLER EN LA CARRERA DE ADMINISTRACION, CONTABILIDAD",NO REQUIERE,SEACE; SIAF; SIGA; GESTIÓN DOCUMENTAL; ASISTENTE ADMINISTRATIVO; ADMINISTRACIÓN PUBLICA; GESTION PUBLICA,TRABAJO EN EQUIPO; ORGANIZACIÓN Y PLANIFICACIÓN; ORIENTACIÓN A RESULTADOS; INICIATIVA PROPIA; COMPROMISO EN EL TRABAJO.,ASISTENTE ADMINISTRATIVO EN EL ORGANO DE CONTROL INSTITUCIONAL,Municipalidad Provincial De Chota,41cde25e-ebd6-596e-8138-bec79f7da402
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,SECUNDARIA COMPLETA,NO NECESARIA,1. CONOCIMIENTO EN LIMPIEZA Y MANTENIMIENTO,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE DE SERVICIOS GENERALES,Universidad Nacional De Cajamarca,74a63d85-6d07-530a-b5d1-6353e2a3e2a1
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,"TECNICO BASICO, TECNICO PRODUCTIVO EN CONTABILIDAD O SECRETARIADO",NO NECESARIA,1. CONOCIMIENTO EN TRAMITE DOCUMENTARIO. 2. CONOCIMIENTO EN OFIMATICA.,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE ADMINISTRATIVO,Universidad Nacional De Cajamarca,3ca75f4c-6997-57f7-be1d-ef5e348e01d1
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,550.00",03/10/2024,17/10/2024,02 AÑOS,"TECNICO EN LABORATORIO DE SUELOS EN INGENIERIA CIVIL, CONCRETO Y ASFALTO O BACHILLER EN INGENIERIA CIVIL.",NO NECESARIA,"1. CONOCIMIENTO EN PETROLOGIA, MINERALOGIA Y RAMAS AFINES. 2. CONOCIMIENTO EN ARCGIS.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",TECNICO EN MECANICA DE SUELOS EN INGENIERIA CIVIL.,Universidad Nacional De Cajamarca,afe9b1ef-bf24-5c9f-9404-c685f3c3091a
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,550.00",03/10/2024,17/10/2024,02 AÑOS,"TECNICO EN COMPUTACION Y/O INFORMATICA , SIMILARES O AFINES",NO NECESARIA,"1. CONOCIMIENTO D EBASE DE DATOS. 2. CONOCIMIENTO DEL MANUAL DE BUENAS PRACTICAS ITIL. 3.CONOCIMIENTO DE MANTENIMIENTO Y REPARACION DE COMPUTADORAS, IMPRESORAS Y APLICACIONES INFORMATICAS. 4. CONOCIMIENTO DE HERRAMIENTAS INFORMATICAS DE PRODUCTIVIDAD Y COLABORACION; GOOGLE WORKS PACE, MICROSOFT 365, ETC. 5. CONOCIMIENTO DE ADMINISTRACION Y SOPORTE DE REDES INFORMATICAS. 6. CONOCIMIENTOS DE SISTEMAS OPERATIVOS: WINDOWS 10, 11 Y SERVER, LINUX, ETC.","ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",TECNICO EN INFORMATICA,Universidad Nacional De Cajamarca,a39e0d4c-63d7-53b1-9f7b-325036d60423
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,TECNICO EN SECRETARIADO O TECNICO EN COMPUTACION O SIMILARES Y AFINES,NO NECESARIA,1. CONOCIMIENTO EN REDACCION,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE ADMINISTRATIVO,Universidad Nacional De Cajamarca,3ca75f4c-6997-57f7-be1d-ef5e348e01d1
www.unc.edu.pe,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-002,"S/. 1,400.00",03/10/2024,17/10/2024,01 AÑO,TECNICO BASICO EN SECRETARIA O SIMILARES Y AFINES,NO NECESARIA,1. CONOCIMIENTO EN REDACCION DE DOCUMENTOS.,"ADAPTABILIDAD, ANALISIS, ATENCION, MEMORIA, ORGANIZACION DE INFORMACION, REDACCION, SINTESIS, AUTOCONTROL.",ASISTENTE ADMIISTRATIVO,Universidad Nacional De Cajamarca,347900af-aeee-5767-a5ca-af49ba6c7859
https://convocatoriasgrc.regioncajamarca.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-16,"S/. 2,000.00",02/10/2024,16/10/2024,"EXPERIENCIA LABORAL COMPROBABLE EN ENTIDADES DEL SECTOR PÚBLICO Y/O PRIVADO MÌNIMO DE DOS (02) AÑOS QUE INCLUYE TIEMPO DE SERVICIO REALIZADO EN SERUMS. 
EXPERIENCIA ESPECÍFICA COMPROBABLE EN ENTIDADES DEL SECTOR PÚBLICO DE UN (01) AÑO QUE INCLUYE TIEMPO DE SERVICIO REALIZADO EN SERUMS.
EXPERIENCIA ESPECÍFICA COMPROBABLE EN ENTIDADES DEL SECTOR PÚBLICO DE UN (01) AÑO QUE INCLUYE TIEMPO DE SERVICIO REALIZADO EN SERUMS.",LICENCIADO(A) EN ENFERMERIA,"EN CONTROL DE CRECIMIENTO Y DESARROLLO EN NIÑOS MENORES DE 5 AÑOS, CURSO EN INMUNIZACIONES.",(1) MANEJO DE URGENCIAS Y EMERGENCIAS. (2)  CONTROL DE CRECIMIENTO Y DESARROLLO. (3) INMUNIZACIONES. (4) PROCESO DE ATENCION DE ENFERMERIA. (5) ORIENTACIÓN Y CONSEJERÍA FAMILIAR. (6) MEDIDAS DE BIOSEGURIDAD.     (7) CUIDADO AL RECIEN NACIDO.  (8) ENFOQUE INTERCULTURAL,CAPACIDAD DE TRABAJO EN EQUIPO ADAPTABILIDAD ANÁLISIS ORGANIZACIÓN DE LA INFORMACIÓN PLANIFICACIÓN INICIATIVA COMUNICACIÓN AFECTIVA.,ENFERMERO (A),Unidad Ejecutora Salud San Ignacio,bbc6f2ad-adf8-58fc-93a8-bb1b3785c20f
https://convocatoriasgrc.regioncajamarca.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-16,"S/. 2,600.00",02/10/2024,16/10/2024,"EXPERIENCIA LABORAL DE UN (01) AÑO EN EL SECTOR PÚBLICO Y/O PRIVADO.
'EXPERIENCIA ESPECÍFICA COMPROBABLE EN ENTIDADES DEL SECTOR PÚBLICO DE UN (01) AÑO.",BIÓLOGO Y/O TECNÓLOGO MEDICO EN LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA,(1) CURSOS Y ACTIVIDADES DE CAPACITACIÓN Y/O ACTUALIZACIÓN PROFESIONAL AFINES AL ÁREA,(1) HEMATOLOGÍA Y BIOQUÍMICA.                                                        (2) MICROBIOLOGÍA Y PARASITOLOGÍA.                                                                                                             (3) LECTURA DE GOTA GRUESA Y FROTÍS SANGUÍNEO PARA INVESTIGACION DE MALARIA Y ENFERMEDAD DE CARRIÓN.                                                                                                                                                         (4) LECTURA DE BACILOSCOPIAS PAR INVESTIGACIÓN DE TUBERCULOSIS                                                                                                                                                                                                   (5) INMUNOLOGÍA (6) MEDIDAS DE BIOSEGURIDAD (7) SALUD AMBIENTAL (8) MODELO DE CUIDADO INTEGRAL DE SALUD (9) INDICADORES DE SALUD.,CAPACIDAD DE TRABAJO EN EQUIPO ADAPTABILIDAD ANÁLISIS ORGANIZACIÓN DE LA INFORMACIÓN PLANIFICACIÓN INICIATIVA COMUNICACIÓN AFECTIVA.,BIÓLOGO Y/O TECNÓLOGO MEDICO,Unidad Ejecutora Salud San Ignacio,9e0e9790-b655-5bdf-85cc-fe21ca1de742
https://convocatoriasgrc.regioncajamarca.gob.pe/,1,D.Leg 1057 - Determinado (Necesidad Transitoria)-26,S/. 002.81,02/10/2024,16/10/2024,06 MESES,TITULO/ LICENCIATURA,TECNÓLOGO MÉDICO EN EL ÁREA DE TERAPIA FÍSICA Y REHABILITACIÓN O TERAPIA OCUPACIONAL O TÉCNICO EN FISIOTERAPIA Y REHABILITACIÓN O TERAPIA DE LENGUAJE,COMPETENCIAS OCUPACIONALES PARA LA ATENCIÓN DE PERSONAS EN CONDICIÓN DE DISCAPACIDAD. TRABAJO CON FAMILIAS. DESARROLLO EVOLUTIVO.,"COMUNICACIÓN ORAL, COOPERACIÓN, INICIATIVA, EMPATÍA Y TRABAJO EN EQUIPO","PROFESIONAL EN TECNOLOGÍA MÉDICA CON MENCIÓN EN TERAPIA FÍSICA, OCUPACIONAL O DE LENGUAJE PARA CEBE",Unidad De Gestion  Educativa Local San Marcos - Ugel San Marcos,e278b16b-5b07-5742-8548-4b478319a5cc
