position,institution,ubication,num_conv,n_vac,wage,begin_date,end_date,id_uuid
"DOCENTE RESPONSABLE DE NÚCLEO DE LA INICIATIVA PEDAGÓGICA TALLERES DEPORTIVO-RECREATIVOS - WIÑAQ.
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 3,114.19",02/10/2024,16/10/2024,afdd2acb-e26f-4e82-9eaf-c3d7fb540764
"EDUCADORES MUSICALES DE LA IMPLEMENTACION DE LA INICIATIVA PEDAGOGICA ORQUESTANDO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,314.19",02/10/2024,16/10/2024,0a2474d9-e7c2-4e06-b29f-125d5e4a0efb
"SUBINTENDENTE
",SUPERINTENDENCIA NACIONAL DE FISCALIZACION LABORAL - SUNAFIL,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-228,1,"S/. 8,000.00",02/10/2024,16/10/2024,3e4992ef-3217-4e28-84cd-9064ee6ebf2e
"ABOGADO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 3,114.19",02/10/2024,16/10/2024,a2230f18-e215-4d49-bac1-71102ee80d79
"ASISTENTE DE COMUNICACIONES
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,1,"S/. 2,900.00",02/10/2024,16/10/2024,360be565-bf6f-4146-92fd-c07823fe8040
"ANALISTA DE IMAGEN INSTITUCIONAL Y PROTOCOLO
",GOBIERNO REGIONAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-038,1,"S/. 6,000.00",02/10/2024,16/10/2024,6b512be2-acd2-4079-af78-1802edb3c89b
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-049,1,"S/. 3,850.00",02/10/2024,16/10/2024,7b5dd156-9ad5-48ca-bf02-8e92805b7433
"NOTIFICADOR/A
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,1,"S/. 3,040.00",02/10/2024,16/10/2024,9273a175-d10c-42b6-8005-944ca7485cd0
"NOTIFICADOR/A
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-050,2,"S/. 3,040.00",02/10/2024,16/10/2024,4da9480d-b69c-46e4-bf71-0b37c0381058
"ORIENTADOR(A) DE ATENCIÓN AL USUARIO
",SUPERINTENDENCIA NACIONAL DE MIGRACIONES - MIGRACIONES,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-436,1,"S/. 2,000.00",01/10/2024,15/10/2024,055ad6f6-32ca-44c2-924d-a285855375fb
"ESPECIALISTA EN NUTRICION
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1179,1,"S/. 2,914.19",01/10/2024,15/10/2024,32f7baf6-b6df-4e6d-9cca-b2541cf35fe7
"TECNICO(A) EN ENFERMERIA
",OFICINA REGIONAL LIMA - INPE,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-028,1,"S/. 2,154.19",01/10/2024,15/10/2024,fa56b566-540e-406d-a29c-a495849eae08
"ESPECIALISTA DE CONVIVENCIA ESCOLAR REGIONAL
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-031,1,"S/. 3,914.19",01/10/2024,15/10/2024,469d142b-c7bd-4b35-a161-7e67769c9f7e
"ASISTENTE DE ESTUDIOS Y PROYECTOS DE INFRAESTRUCTURA  PORTUARIA 2
",AUTORIDAD PORTUARIA NACIONAL,CALLAO - LA PERLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-069,1,"S/. 4,500.00",01/10/2024,15/10/2024,b63f3296-5739-4d77-a95d-f5872b89fce0
"ABOGADO
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1162,1,"S/. 3,814.19",01/10/2024,15/10/2024,6964a25c-ed03-488f-98dd-9aa50ec1f470
"PSICOLOGO
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,2,"S/. 2,614.19",01/10/2024,15/10/2024,2a3b3b33-184a-46b1-9f2d-a879c1e1644f
"COORDINADOR(A) INNOVACIÓN Y SOPORTE TECNOLÓGICO ( CIST)
",DIRECCION REGIONAL DE EDUCACION DEL CALLAO,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-30,3,"S/. 1,464.19",01/10/2024,15/10/2024,7f99fd28-1f52-4e09-80e4-ffe51bd7ac65
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1154,1,"S/. 1,154.00",01/10/2024,15/10/2024,78b0f23c-ad0a-4f0c-8ecb-cebfeaff5057
"SERENO A PIE
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-029,7,"S/. 1,730.00",30/09/2024,14/10/2024,7bb33630-699d-42c9-8764-61de23ad77e9
"SUPERVISOR
",MUNICIPALIDAD PROVINCIAL DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 4,050.00",30/09/2024,14/10/2024,9a89baa2-ddd6-4d04-87ff-c37fce18d2ab
"ASISTENTE DE COMPRA DE PRESTACIONES
",IAFAS DE LA MARINA DE GUERRA DEL PERU,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-033,1,"S/. 2,200.00",27/09/2024,11/10/2024,f0c458ae-397a-4f3c-a3b5-e8bcdea94613
"ASISTENTE SOCIAL
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-048,1,"S/. 3,850.00",27/09/2024,11/10/2024,b68a26e1-f569-4a36-b8f4-389d71d4c494
"TÉCNICO DE ATENCIÓN AL AFILIADO
",IAFAS DE LA MARINA DE GUERRA DEL PERU,CALLAO - BELLAVISTA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-032,1,"S/. 2,000.00",27/09/2024,11/10/2024,fdc177a8-f6fc-4f53-9ac7-641127c28de5
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-048,1,"S/. 3,850.00",27/09/2024,11/10/2024,96951728-afb8-4db0-9aa7-867168d2cd06
"DEFENSOR PÚBLICO EN EL NUEVO CÓDIGO PROCESAL PENAL
",MINISTERIO DE JUSTICIA Y DERECHOS HUMANOS,CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-849,2,"S/. 5,114.19",26/09/2024,10/10/2024,b722815d-8051-4077-bbe1-f7a9606875d4
"AUXILIAR DE LABORATORIO
",ORGANISMO NACIONAL DE SANIDAD PESQUERA (SANIPES),CALLAO - VENTANILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-049,1,"S/. 2,500.00",25/09/2024,09/10/2024,5cc0b12e-2eac-4f2b-a499-149878b71c4b
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-047,2,"S/. 3,850.00",24/09/2024,07/10/2024,f1a134ea-0bfa-4ead-99bd-42c336bfc116
"ESPECIALISTA JUDICIAL DE AUDIENCIAS
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (SUPLENCIA)-046,1,"S/. 2,972.00",24/09/2024,07/10/2024,ecdb9946-6075-4347-9587-16a2404d93fe
"ABOGADO I
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-046,1,"S/. 2,972.00",24/09/2024,07/10/2024,f4cfa965-82f5-40ff-9480-f98bd78e673b
"PROMOTOR/A REGIONAL - REGIÓN CALLAO
",MINISTERIO DE DESARROLLO E INCLUSION SOCIAL,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-073,1,"S/. 1,614.19",24/09/2024,07/10/2024,bb63fc93-1c78-419e-a002-64047f61585a
"ASISTENTE JURISDICCIONAL
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-046,1,"S/. 2,572.00",24/09/2024,07/10/2024,e7cc9d8c-c7dd-4594-a5b4-8a528ef147d5
"ESPECIALISTA JUDICIAL DE JUZGADO
",UNIDAD EJECUTORA DE LA CORTE SUPERIOR DE JUSTICIA DEL CALLAO,CALLAO - CALLAO,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-046,3,"S/. 2,972.00",24/09/2024,07/10/2024,6ac4bc96-2bcf-44f3-90ec-e7db217d2aba
"COORDINADOR LOCAL: CHINCHEROS
",DIREC. REGIONAL DE EDUCACION DE APURIMAC,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-14,1,"S/. 3,414.19",04/10/2024,18/10/2024,18c309f5-3689-4ece-a015-66891407fbfe
"ESPECIALISTA JUDICIAL DE JUZGADO
",PODER JUDICIAL,APURIMAC - COTABAMBAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 2,972.00",04/10/2024,18/10/2024,878bd7ba-9167-4c8c-b3af-f4f627a870cc
"AGENTE DE SEGURIDAD (CHOFER)
",PODER JUDICIAL,APURIMAC - CHALHUANCA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 2,972.00",04/10/2024,18/10/2024,8f342588-3cf3-467f-8146-282a4e777bb7
"ESPECIALISTA JUDICIAL DE JUZGADO
",PODER JUDICIAL,APURIMAC - ANTABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 2,972.00",04/10/2024,18/10/2024,6a297ea7-a940-411a-b275-771c88438c54
"ESPECIALISTA JUDICIAL DE AUDIENCIA
",PODER JUDICIAL,APURIMAC - ANDAHUAYLAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 2,972.00",04/10/2024,18/10/2024,f287aefd-c41d-4389-8623-e6cfe01c5f5b
"ESPECIALISTA JUDICIAL DE JUZGADO
",PODER JUDICIAL,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-030,1,"S/. 2,972.00",04/10/2024,18/10/2024,841af130-5e71-4869-8753-ecc7fca05c70
"SECRETARIA/O EJECUTIVA
",DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES DE APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,414.19",03/10/2024,17/10/2024,2b3d7e67-d0b6-4848-8ba4-d5b36ce2b0ba
"ASISTENTE DE CONTABILIDAD
",DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES DE APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,614.19",03/10/2024,17/10/2024,9d332995-f2b6-4efc-8acc-aae231ad9ea1
"ANALISTA EN CONTRATACIONES
",DIRECCION REGIONAL DE TRANSPORTES Y COMUNICACIONES DE APURIMAC,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-02,1,"S/. 1,614.19",03/10/2024,17/10/2024,46c7684a-4b81-45fe-b3f9-e3c594361605
"PROFESIONAL NO DOCENTE PARA EL SOPORTE Y ASESORAMIENTO A IIEE INCLUSIVAS
",UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - CHUQUIBAMBILLA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-9,1,"S/. 2,814.19",02/10/2024,16/10/2024,0626ee2b-c38b-4026-9db7-00f646cbe140
"PSICÓLOGO (A)
",UNIDAD DE GESTION EDUCATIVA LOCAL GRAU,APURIMAC - VILCABAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-9,1,"S/. 2,614.19",02/10/2024,16/10/2024,74eb7405-9fa0-4b9d-85a5-0cefc605afa6
"TÉCNICO EN SISTEMAS
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-283,1,"S/. 1,800.00",02/10/2024,16/10/2024,2072c35d-6d7e-4a20-9828-3abc113e0b14
"OPERADOR EN CONDUCCIÓN VEHICULAR
",ORGANISMO DE FORMALIZACION DE LA PROPIEDAD INFORMAL - COFOPRI,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-272,1,"S/. 2,200.00",02/10/2024,16/10/2024,97cbfde9-3bac-4d69-9491-99035a7658a7
"MEDICO ESPECIALISTA EN PEDIATRIA
",UNIDAD EJECUTORA DE LA RED DE SALUD COTABAMBAS,APURIMAC - TAMBOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 7,300.00",02/10/2024,16/10/2024,e7874bcc-f8fc-435e-8ef5-e7ac124d8707
"MEDICO ESPECIALISTA EN GINECOLOGIA
",UNIDAD EJECUTORA DE LA RED DE SALUD COTABAMBAS,APURIMAC - TAMBOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 7,300.00",02/10/2024,16/10/2024,4a108b8d-81bf-4962-a4f4-8b3b04bff9da
"MEDICO ESPECIALISTA EN ANESTESIOLOGIA
",UNIDAD EJECUTORA DE LA RED DE SALUD COTABAMBAS,APURIMAC - TAMBOBAMBA,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-001,1,"S/. 7,300.00",02/10/2024,16/10/2024,f3d0af63-8f66-42fb-bcbd-c52c7c606cb6
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS
",PROGRAMA NACIONAL CUNA MAS,APURIMAC - COTABAMBAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1144,1,"S/. 3,014.19",01/10/2024,15/10/2024,f6002e03-afca-4f9b-ab69-87ac3228891b
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE ACOMPAÑAMIENTO A FAMILIAS
",PROGRAMA NACIONAL CUNA MAS,APURIMAC - ANDAHUAYLAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1129,1,"S/. 3,014.19",01/10/2024,15/10/2024,04d7b02a-a7da-418f-839c-29ae8441a706
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,APURIMAC - ANDAHUAYLAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1137,1,"S/. 2,614.19",01/10/2024,15/10/2024,489a6cd6-ae23-433b-b3f8-1b39d4532ac0
"ACOMPAÑANTE TECNICO PARA EL SERVICIO DE CUIDADO DIURNO
",PROGRAMA NACIONAL CUNA MAS,APURIMAC - ANDAHUAYLAS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1139,1,"S/. 2,914.19",01/10/2024,15/10/2024,444c129a-59a8-4336-b24b-1773eb082f9c
"AUXILIAR ADMINISTRATIVO - AUXILIAR II (SUPLENCIA POR LICENCIA)
",ORGANISMO DE EVALUACION Y FISCALIZACION AMBIENTAL - OEFA,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (SUPLENCIA)-138,1,"S/. 2,500.00",01/10/2024,15/10/2024,9e6b6fd6-300b-43c7-844c-f1ff272c5f7e
"AUXILIAR EN ARCHIVO
",PROGRAMA NACIONAL CUNA MAS,APURIMAC - ABANCAY,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-1164,1,"S/. 1,614.19",01/10/2024,15/10/2024,72963703-81eb-4abe-a807-d594c6ed0c90
"ASISTENTE LEGAL PARA LA SUB GERENCIA DE TRANSPORTE Y SEGURIDAD VIAL
",MUNICIPALIDAD PROVINCIAL DE CHINCHEROS,APURIMAC - CHINCHEROS,D.LEG 1057 - DETERMINADO (NECESIDAD TRANSITORIA)-03,1,"S/. 1,700.00",27/09/2024,11/10/2024,dd9b4b23-14c2-48a8-83b5-86e7d8147be9
